word1,word2,similarity
aber,alle,0.5069336891174316
aber,allem,0.6176226139068604
aber,allen,0.3939400911331177
aber,aller,0.29522982239723206
aber,alles,0.6232293248176575
aber,als,0.5443370938301086
aber,also,0.795972466468811
aber,am,0.22478196024894714
aber,an,0.24307864904403687
aber,ander,0.4422357678413391
aber,andere,0.5206359624862671
aber,anderem,0.4857825040817261
aber,anderen,0.4307395815849304
aber,anderer,0.4371068775653839
aber,anderes,0.5203275680541992
aber,anderm,0.30482685565948486
aber,andern,0.401608407497406
aber,anders,0.5356847047805786
aber,auch,0.8365868330001831
aber,auf,0.4607301354408264
aber,aus,0.4115073084831238
aber,bei,0.48375678062438965
aber,bin,0.5520855188369751
aber,bis,0.3950313627719879
aber,bist,0.4321650266647339
aber,da,0.5160297155380249
aber,damit,0.6698180437088013
aber,dann,0.7859746217727661
aber,das,0.6134094595909119
aber,dass,0.6478198766708374
aber,dasselbe,0.5015703439712524
aber,dazu,0.5706816911697388
aber,daß,0.5865707397460938
aber,dein,0.36892634630203247
aber,deine,0.3581882119178772
aber,deinem,0.2821670174598694
aber,deinen,0.3291095495223999
aber,deiner,0.26683688163757324
aber,deines,0.22592629492282867
aber,dem,0.3791746497154236
aber,demselben,0.3400128185749054
aber,den,0.38746702671051025
aber,denn,0.7466440200805664
aber,denselben,0.36370760202407837
aber,der,0.41953158378601074
aber,derer,0.33909842371940613
aber,derselbe,0.4408978521823883
aber,derselben,0.3430546522140503
aber,des,0.22873727977275848
aber,desselben,0.2834734618663788
aber,dessen,0.4327380359172821
aber,dich,0.4909633696079254
aber,die,0.5806572437286377
aber,dies,0.7131800055503845
aber,diese,0.6163700819015503
aber,dieselbe,0.41536056995391846
aber,dieselben,0.4517364799976349
aber,diesem,0.4712437093257904
aber,diesen,0.47948333621025085
aber,dieser,0.5015808939933777
aber,dieses,0.4705996513366699
aber,dir,0.5024951696395874
aber,doch,0.8542312383651733
aber,dort,0.6156818866729736
aber,du,0.3205491304397583
aber,durch,0.47421571612358093
aber,ein,0.513668954372406
aber,eine,0.45870596170425415
aber,einem,0.366618275642395
aber,einen,0.4227762520313263
aber,einer,0.32111656665802
aber,eines,0.32938334345817566
aber,einig,0.48105400800704956
aber,einige,0.5495504140853882
aber,einigem,0.4078878164291382
aber,einigen,0.49885568022727966
aber,einiger,0.4839301109313965
aber,einiges,0.5458155274391174
aber,einmal,0.6024260520935059
aber,er,0.36867755651474
aber,es,0.5037338733673096
aber,etwas,0.5961563587188721
aber,euch,0.4906633496284485
aber,euer,0.305864155292511
aber,eure,0.30508655309677124
aber,eurem,0.22676286101341248
aber,euren,0.27263712882995605
aber,eurer,0.26712197065353394
aber,eures,0.16960978507995605
aber,für,0.515121340751648
aber,gegen,0.39313358068466187
aber,gewesen,0.4776418209075928
aber,hab,0.5602326393127441
aber,habe,0.6063786149024963
aber,haben,0.559807538986206
aber,hat,0.5744951963424683
aber,hatte,0.5583419799804688
aber,hatten,0.4892421364784241
aber,hier,0.6661704778671265
aber,hin,0.42437589168548584
aber,hinter,0.39248260855674744
aber,ich,0.7321589589118958
aber,ihm,0.527837336063385
aber,ihn,0.6054143309593201
aber,ihnen,0.4804673492908478
aber,ihr,0.5073907375335693
aber,ihre,0.38595104217529297
aber,ihrem,0.2880696952342987
aber,ihren,0.3132847547531128
aber,ihrer,0.2737751007080078
aber,ihres,0.23586758971214294
aber,im,0.24565865099430084
aber,in,0.19287489354610443
aber,indem,0.45354413986206055
aber,ins,0.25281858444213867
aber,ist,0.697778582572937
aber,jede,0.4363355040550232
aber,jedem,0.46421706676483154
aber,jeden,0.51728355884552
aber,jeder,0.48990142345428467
aber,jedes,0.4500110149383545
aber,jene,0.4935731291770935
aber,jenem,0.3800055980682373
aber,jenen,0.42047905921936035
aber,jener,0.423231840133667
aber,jenes,0.40587472915649414
aber,jetzt,0.7294536828994751
aber,kann,0.6518169045448303
aber,kein,0.5456016659736633
aber,keine,0.560122013092041
aber,keinem,0.47438374161720276
aber,keinen,0.5449373722076416
aber,keiner,0.5266144871711731
aber,keines,0.5039010047912598
aber,können,0.5424394011497498
aber,könnte,0.6104830503463745
aber,machen,0.4874301552772522
aber,man,0.6769407987594604
aber,manche,0.6094200611114502
aber,manchem,0.48350125551223755
aber,manchen,0.5159076452255249
aber,mancher,0.505828857421875
aber,manches,0.5576955676078796
aber,mein,0.4536464810371399
aber,meine,0.4591297507286072
aber,meinem,0.3424135446548462
aber,meinen,0.4453670382499695
aber,meiner,0.3632129430770874
aber,meines,0.2969220280647278
aber,mich,0.6106451749801636
aber,mir,0.6315988302230835
aber,mit,0.43364253640174866
aber,muss,0.6476669907569885
aber,musste,0.535904049873352
aber,nach,0.3920202851295471
aber,nicht,0.8075122833251953
aber,nichts,0.6318730711936951
aber,noch,0.7277845144271851
aber,nun,0.7429176568984985
aber,nur,0.7337087392807007
aber,ob,0.3794122338294983
aber,oder,0.480669230222702
aber,ohne,0.5306658148765564
aber,sehr,0.590548574924469
aber,sein,0.557928740978241
aber,seine,0.3977775573730469
aber,seinem,0.29669374227523804
aber,seinen,0.35530030727386475
aber,seiner,0.2760351300239563
aber,seines,0.23961091041564941
aber,selbst,0.6567926406860352
aber,sich,0.6449065208435059
aber,sie,0.6934340000152588
aber,sind,0.6230182647705078
aber,so,0.46049463748931885
aber,solche,0.5626621842384338
aber,solchem,0.38874590396881104
aber,solchen,0.45680806040763855
aber,solcher,0.46297651529312134
aber,solches,0.523400068283081
aber,soll,0.5700397491455078
aber,sollte,0.6471155881881714
aber,sondern,0.6773563623428345
aber,sonst,0.7218741774559021
aber,um,0.18494728207588196
aber,und,0.5894207954406738
aber,uns,0.5315650105476379
aber,unser,0.3673788905143738
aber,unsere,0.3607279658317566
aber,unserem,0.28213271498680115
aber,unseren,0.28500622510910034
aber,unseres,0.21655383706092834
aber,unter,0.34754276275634766
aber,viel,0.532341480255127
aber,vom,0.3112798035144806
aber,von,0.31598126888275146
aber,vor,0.4788154363632202
aber,war,0.6421701908111572
aber,waren,0.5556627511978149
aber,warst,0.39591819047927856
aber,was,0.6096718311309814
aber,weg,0.5009359121322632
aber,weil,0.7140628099441528
aber,weiter,0.4694112539291382
aber,welche,0.5115789175033569
aber,welchem,0.34027254581451416
aber,welchen,0.387395441532135
aber,welcher,0.4159466326236725
aber,welches,0.4575392007827759
aber,wenn,0.6673575639724731
aber,werde,0.5839552879333496
aber,werden,0.5102626085281372
aber,wie,0.6014363765716553
aber,wieder,0.5714765787124634
aber,will,0.5597946047782898
aber,wir,0.6049903631210327
aber,wird,0.5984700918197632
aber,wirst,0.46735769510269165
aber,wo,0.3583955764770508
aber,wollen,0.5209059715270996
aber,wollte,0.5802307724952698
aber,während,0.4538685381412506
aber,würde,0.5862631797790527
aber,würden,0.511825442314148
aber,zu,0.2278452217578888
aber,zum,0.361139714717865
aber,zur,0.31134504079818726
aber,zwar,0.8759921789169312
aber,zwischen,0.3209111988544464
aber,über,0.4023863673210144
alle,allem,0.4374717175960541
alle,allen,0.7108639478683472
alle,aller,0.6501379013061523
alle,alles,0.5781794190406799
alle,als,0.37964415550231934
alle,also,0.5171166062355042
alle,am,0.02897586300969124
alle,an,0.1274326741695404
alle,ander,0.48474574089050293
alle,andere,0.5926878452301025
alle,anderem,0.34160012006759644
alle,anderen,0.5587666034698486
alle,anderer,0.46817687153816223
alle,anderes,0.36352330446243286
alle,anderm,0.22378656268119812
alle,andern,0.4591628313064575
alle,anders,0.40773922204971313
alle,auch,0.5768086910247803
alle,auf,0.4930521845817566
alle,aus,0.2935945987701416
alle,bei,0.34767839312553406
alle,bin,0.2948935627937317
alle,bis,0.3117040693759918
alle,bist,0.2743412256240845
alle,da,0.17836040258407593
alle,damit,0.5076484084129333
alle,dann,0.492410272359848
alle,das,0.3959757685661316
alle,dass,0.4721473753452301
alle,dasselbe,0.4567441940307617
alle,dazu,0.39261335134506226
alle,daß,0.44442063570022583
alle,dein,0.2678406238555908
alle,deine,0.44569307565689087
alle,deinem,0.2659289836883545
alle,deinen,0.410726934671402
alle,deiner,0.29375872015953064
alle,deines,0.2996154725551605
alle,dem,0.32513901591300964
alle,demselben,0.38214755058288574
alle,den,0.5257053375244141
alle,denn,0.4582475423812866
alle,denselben,0.49741625785827637
alle,der,0.40807002782821655
alle,derer,0.40417569875717163
alle,derselbe,0.2966645658016205
alle,derselben,0.35379254817962646
alle,des,0.29246023297309875
alle,desselben,0.3016263246536255
alle,dessen,0.30088263750076294
alle,dich,0.41913047432899475
alle,die,0.6282585859298706
alle,dies,0.4393920302391052
alle,diese,0.6028628349304199
alle,dieselbe,0.42826181650161743
alle,dieselben,0.6454106569290161
alle,diesem,0.40878382325172424
alle,diesen,0.5720840692520142
alle,dieser,0.4812370240688324
alle,dieses,0.3994233012199402
alle,dir,0.3883606791496277
alle,doch,0.5169212222099304
alle,dort,0.4784409999847412
alle,du,0.1654140204191208
alle,durch,0.3655639886856079
alle,ein,0.3675787150859833
alle,eine,0.394584596157074
alle,einem,0.3305172026157379
alle,einen,0.46659231185913086
alle,einer,0.2606552243232727
alle,eines,0.3468029499053955
alle,einig,0.4638916254043579
alle,einige,0.6766670942306519
alle,einigem,0.2742076814174652
alle,einigen,0.5064082145690918
alle,einiger,0.48615145683288574
alle,einiges,0.3864230215549469
alle,einmal,0.5334314107894897
alle,er,0.08354554325342178
alle,es,0.15598729252815247
alle,etwas,0.3793851435184479
alle,euch,0.48347508907318115
alle,euer,0.27441442012786865
alle,eure,0.4787328243255615
alle,eurem,0.2473420947790146
alle,euren,0.4027259945869446
alle,eurer,0.3372337222099304
alle,eures,0.25954002141952515
alle,für,0.557809591293335
alle,gegen,0.36974096298217773
alle,gewesen,0.24767938256263733
alle,hab,0.3812832236289978
alle,habe,0.38763588666915894
alle,haben,0.4543781280517578
alle,hat,0.31781744956970215
alle,hatte,0.2943424582481384
alle,hatten,0.42902708053588867
alle,hier,0.5151391625404358
alle,hin,0.2835455536842346
alle,hinter,0.2512490749359131
alle,ich,0.4464409351348877
alle,ihm,0.39332860708236694
alle,ihn,0.4915865957736969
alle,ihnen,0.430753618478775
alle,ihr,0.4238874018192291
alle,ihre,0.5333412885665894
alle,ihrem,0.28022658824920654
alle,ihren,0.4687683582305908
alle,ihrer,0.3633917570114136
alle,ihres,0.3275304436683655
alle,im,0.06343900412321091
alle,in,0.0735950917005539
alle,indem,0.38299983739852905
alle,ins,0.15759867429733276
alle,ist,0.339266300201416
alle,jede,0.4817065894603729
alle,jedem,0.4994431436061859
alle,jeden,0.5863047242164612
alle,jeder,0.47762295603752136
alle,jedes,0.4982711672782898
alle,jene,0.6432722806930542
alle,jenem,0.3690880537033081
alle,jenen,0.518735408782959
alle,jener,0.4711185693740845
alle,jenes,0.3246152400970459
alle,jetzt,0.5377886891365051
alle,kann,0.353904664516449
alle,kein,0.3018474578857422
alle,keine,0.5474116802215576
alle,keinem,0.40528780221939087
alle,keinen,0.4976048171520233
alle,keiner,0.45374083518981934
alle,keines,0.522425651550293
alle,können,0.447224885225296
alle,könnte,0.28277480602264404
alle,machen,0.31027162075042725
alle,man,0.43295109272003174
alle,manche,0.6028140783309937
alle,manchem,0.3199268579483032
alle,manchen,0.4549276828765869
alle,mancher,0.3890874981880188
alle,manches,0.3123718798160553
alle,mein,0.29417234659194946
alle,meine,0.4770112633705139
alle,meinem,0.28441566228866577
alle,meinen,0.47568631172180176
alle,meiner,0.32498228549957275
alle,meines,0.31267523765563965
alle,mich,0.4357700049877167
alle,mir,0.3696363568305969
alle,mit,0.3605833351612091
alle,muss,0.3755892515182495
alle,musste,0.27044880390167236
